port_name,year,month,num_of_ship,num_of_delay,total_congestion_time,act,aact,acr
HaiPhong,2017,4,321,76,1007.0445842,3.137210542679128,13.25058663421053,0.2367601246105919
HaiPhong,2017,5,325,111,1636.1758123,5.03438711476923,14.74032263333333,0.3415384615384615
HaiPhong,2017,6,322,100,1420.057142,4.410115347826087,14.20057142,0.3105590062111801
HaiPhong,2017,7,324,122,1807.8479473,5.579777615123457,14.81842579754098,0.3765432098765432
HaiPhong,2017,8,316,102,1824.8097265,5.774714324367089,17.89029143627451,0.3227848101265823
HaiPhong,2017,9,321,124,1983.610182,6.179470971962617,15.99685630645161,0.3862928348909657
HaiPhong,2017,10,304,87,1494.2875607,4.91541960756579,17.17571908850575,0.2861842105263158
HaiPhong,2017,11,321,93,1457.25596,4.539738193146417,15.66941892473118,0.2897196261682243
HaiPhong,2017,12,343,107,1705.926387,4.973546317784256,15.94323726168224,0.3119533527696793
HaiPhong,2018,1,366,90,1153.3362833,3.151192030874317,12.81484759222222,0.2459016393442623
HaiPhong,2018,2,260,63,1065.9537376,4.099822067692308,16.9199005968254,0.2423076923076923
HaiPhong,2018,3,323,98,1399.5813259,4.333069120433437,14.28144210102041,0.303405572755418
HaiPhong,2018,4,320,82,1413.887081,4.418397128124999,17.24252537804878,0.25625
HaiPhong,2018,5,326,75,1103.7878869,3.385852413803681,14.71717182533333,0.2300613496932515
HaiPhong,2018,6,346,84,1289.1483807,3.725862371965318,15.34700453214286,0.2427745664739884
HaiPhong,2018,7,339,99,1407.5313874,4.152009992330384,14.21748876161616,0.2920353982300885
HaiPhong,2018,8,329,105,1534.4293526,4.663919004863223,14.61361288190476,0.3191489361702128
HaiPhong,2018,9,324,100,1487.8352873,4.592084220061729,14.878352873,0.308641975308642
HaiPhong,2018,10,313,89,1195.3736211,3.8190850514377,13.43116428202247,0.2843450479233227
HaiPhong,2018,11,315,93,1069.6761093,3.395797172380953,11.5018936483871,0.2952380952380952
HaiPhong,2018,12,306,74,852.834993,2.787042460784314,11.5247972027027,0.2418300653594771
HaiPhong,2019,1,315,82,902.7361018,2.865828894603175,11.00897685121951,0.2603174603174603
HaiPhong,2019,2,211,59,1146.5483273,5.43387832843602,19.43302249661017,0.2796208530805687
HaiPhong,2019,3,302,73,833.8463919000001,2.761080767880795,11.42255331369863,0.2417218543046358
HaiPhong,2019,4,277,62,824.2122223,2.975495387364621,13.29374552096774,0.223826714801444
HaiPhong,2019,5,313,65,741.6305501,2.369426677635783,11.40970077076923,0.207667731629393
HaiPhong,2019,6,283,71,1102.801654,3.896825632508834,15.53241766197183,0.2508833922261484
HaiPhong,2019,7,304,65,962.08418,3.164750592105263,14.80129507692308,0.2138157894736842
HaiPhong,2019,8,278,71,748.4388893,2.692226220503597,10.54139280704225,0.2553956834532374
HaiPhong,2019,9,275,65,626.570834,2.278439396363636,9.639551292307692,0.2363636363636364
HaiPhong,2019,10,278,48,573.6008284,2.0633123323741,11.95001725833333,0.1726618705035971
HaiPhong,2019,11,270,67,632.6155575,2.343020583333333,9.442023246268658,0.2481481481481481
HaiPhong,2019,12,266,63,612.2758361,2.301788857518797,9.718664065079365,0.2368421052631579
HaiPhong,2020,1,297,64,955.8705583,3.218419388215488,14.9354774734375,0.2154882154882155
HaiPhong,2020,2,218,46,527.4380576,2.419440631192661,11.46604473043478,0.2110091743119266
HaiPhong,2020,3,277,75,815.8030546,2.945137381227437,10.87737406133333,0.2707581227436823
HaiPhong,2020,4,262,78,962.3927754,3.673254867938931,12.33836891538462,0.2977099236641221
HaiPhong,2020,5,280,85,1019.6888852,3.641746018571428,11.99633982588235,0.3035714285714285
HaiPhong,2020,6,268,74,939.6675095,3.506222050373135,12.69820958783784,0.2761194029850746
HaiPhong,2020,7,295,83,1088.730277,3.690611108474576,13.11723225301205,0.2813559322033898
HaiPhong,2020,8,303,82,1088.020008,3.590825108910891,13.26853668292683,0.2706270627062706
HaiPhong,2020,9,267,68,973.3211067,3.645397403370787,14.31354568676471,0.2546816479400749
HaiPhong,2020,10,268,82,1077.0030574,4.018668124626866,13.13418362682927,0.3059701492537313
HaiPhong,2020,11,255,82,908.8638905,3.564172119607843,11.08370598170732,0.3215686274509804
HaiPhong,2020,12,272,101,1116.3022225,4.104052288602941,11.05249725247525,0.3713235294117647
HaiPhong,2021,1,277,108,1215.053873,4.386476075812275,11.25049882407408,0.3898916967509025
HaiPhong,2021,2,236,95,1561.8583374,6.618043802542373,16.44061407789474,0.4025423728813559
HaiPhong,2021,3,287,111,1354.6750073,4.720121976655053,12.20427934504505,0.3867595818815331
HaiPhong,2021,4,286,96,1155.5291672,4.040311773426573,12.03676215833333,0.3356643356643357
HaiPhong,2021,5,290,99,1272.913586,4.389357193103448,12.85771298989899,0.3413793103448276
HaiPhong,2021,6,263,80,773.64473,2.941614942965779,9.670559125,0.3041825095057034
HaiPhong,2021,7,257,75,984.3647175,3.830212908560311,13.1248629,0.2918287937743191
HaiPhong,2021,8,271,98,1383.22722,5.104159483394834,14.11456346938776,0.3616236162361623
HaiPhong,2021,9,253,141,1132.6191625,4.476755583003953,8.032760017730498,0.5573122529644269
HaiPhong,2021,10,240,149,1564.395012,6.51831255,10.49929538255033,0.6208333333333333
HaiPhong,2021,11,266,133,1266.411918,4.760947060150376,9.521894120300752,0.5
HaiPhong,2021,12,255,136,1250.343612,4.903308282352942,9.193703029411765,0.5333333333333333
HaiPhong,2022,1,278,150,1550.4388797,5.577118272302158,10.336259198,0.539568345323741
HaiPhong,2022,2,234,135,1344.3669397,5.745157861965812,9.958273627407408,0.5769230769230769
HaiPhong,2022,3,248,118,1472.031109,5.935609310483871,12.47483990677966,0.4758064516129032
HaiPhong,2022,4,271,104,1318.565838,4.865556597785978,12.67851767307692,0.3837638376383764
HaiPhong,2022,5,262,76,828.950837,3.163934492366412,10.90724785526316,0.2900763358778626
HaiPhong,2022,6,279,76,894.2491678,3.205194149820789,11.76643641842105,0.2724014336917563
HaiPhong,2022,7,266,90,1054.141396,3.962937578947368,11.71268217777778,0.3383458646616541
HaiPhong,2022,8,265,95,1156.5186084,4.364221163773585,12.17388008842105,0.3584905660377358
HaiPhong,2022,9,225,72,1188.2474934,5.281099970666666,16.50343740833333,0.32
HaiPhong,2022,10,223,94,1332.4391749,5.975063564573992,14.1748848393617,0.42152466367713
HaiPhong,2022,11,222,73,905.4175017,4.078457214864865,12.40297947534247,0.3288288288288289
HaiPhong,2022,12,221,76,883.0052723,3.995498969683258,11.618490425,0.3438914027149321
HaiPhong,2023,1,209,79,1110.4502673,5.31315917368421,14.05633249746835,0.3779904306220095
HaiPhong,2023,2,196,73,1096.2038873,5.592876976020408,15.01649160684931,0.3724489795918368
HaiPhong,2023,3,223,87,1256.814443,5.635939206278027,14.44614302298851,0.3901345291479821
HaiPhong,2023,4,200,74,982.6474844,4.913237422,13.27902005945946,0.37
HaiPhong,2023,5,203,72,1007.5408305,4.963255322660098,13.99362264583333,0.354679802955665
HaiPhong,2023,6,189,57,1091.3611,5.774397354497355,19.14668596491228,0.3015873015873016
HaiPhong,2023,7,171,39,694.144719,4.059325842105263,17.79858253846154,0.2280701754385965
HaiPhong,2023,8,183,68,1340.9330535,7.327503024590164,19.71960372794118,0.3715846994535519
HaiPhong,2023,9,172,48,904.616673,5.259399261627907,18.8461806875,0.2790697674418605
HaiPhong,2023,10,166,52,599.9724988,3.614292161445783,11.53793266923077,0.3132530120481928
Hamburg,2017,1,401,236,3134.605507,7.81697133915212,13.28222672457627,0.5885286783042394
Hamburg,2017,2,371,226,2431.118077,6.552878913746631,10.75715963274336,0.6091644204851752
Hamburg,2017,3,411,266,3320.464134,8.078988160583942,12.48294787218045,0.6472019464720195
Hamburg,2017,4,331,202,4028.687403,12.17126103625378,19.94399704455445,0.6102719033232629
Hamburg,2017,5,364,223,4480.096506,12.30795743406593,20.09011886098655,0.6126373626373627
Hamburg,2017,6,350,220,5060.725634,14.45921609714286,23.00329833636364,0.6285714285714286
Hamburg,2017,7,380,280,4749.159504,12.49778816842105,16.96128394285714,0.7368421052631579
Hamburg,2017,8,344,228,4628.860247,13.45598909011628,20.30201862719298,0.6627906976744186
Hamburg,2017,9,355,193,3661.679092,10.31458899154929,18.97243052849741,0.543661971830986
Hamburg,2017,10,372,168,3840.448961,10.32378752956989,22.85981524404762,0.4516129032258064
Hamburg,2017,11,306,90,2165.0856467,7.075443289869281,24.05650718555555,0.2941176470588235
Hamburg,2017,12,318,82,1602.502163,5.039314977987422,19.54270930487805,0.2578616352201258
Hamburg,2018,1,322,80,2105.3741545,6.538429051242235,26.31717693125,0.2484472049689441
Hamburg,2018,2,317,93,2420.0906046,7.634355219558359,26.02247961935484,0.2933753943217666
Hamburg,2018,3,392,140,4152.0053396,10.59185035612245,29.65718099714286,0.3571428571428572
Hamburg,2018,4,323,100,2407.5728237,7.453785831888545,24.075728237,0.3095975232198143
Hamburg,2018,5,313,94,2351.0696636,7.511404676038338,25.0113794,0.3003194888178914
Hamburg,2018,6,325,104,2363.256715,7.271559123076923,22.72362225961539,0.32
Hamburg,2018,7,317,89,2292.3434126,7.231367232176657,25.75666755730337,0.2807570977917981
Hamburg,2018,8,305,86,2287.206412,7.499037416393443,26.59542339534884,0.2819672131147541
Hamburg,2018,9,311,91,2348.446673,7.551275475884244,25.8071062967033,0.2926045016077171
Hamburg,2018,10,318,76,1540.164168,4.843283547169811,20.265318,0.2389937106918239
Hamburg,2018,11,299,86,1418.2725025,4.743386295986622,16.49154072674419,0.2876254180602006
Hamburg,2018,12,286,82,1519.1883158,5.311847258041959,18.52668677804878,0.2867132867132867
Hamburg,2019,1,344,73,1681.009146,4.886654494186046,23.0275225479452,0.2122093023255814
Hamburg,2019,2,304,73,1800.566672,5.922916684210526,24.66529687671233,0.2401315789473684
Hamburg,2019,3,343,85,1965.8174928,5.731246334693878,23.12726462117647,0.2478134110787172
Hamburg,2019,4,313,73,1609.301944,5.141539757188498,22.04523210958904,0.2332268370607029
Hamburg,2019,5,365,103,2115.7058235,5.796454310958904,20.54083323786408,0.2821917808219178
Hamburg,2019,6,320,80,1611.7661009,5.0367690653125,20.14707626125,0.25
Hamburg,2019,7,334,83,1658.977773,4.966999320359282,19.9876840120482,0.248502994011976
Hamburg,2019,8,343,106,1934.0819368,5.638722847813411,18.24605600754717,0.3090379008746356
Hamburg,2019,9,325,100,1862.50086,5.730771876923077,18.6250086,0.3076923076923077
Hamburg,2019,10,322,78,1798.8478091,5.586483879192547,23.06215139871795,0.2422360248447205
Hamburg,2019,11,304,84,1966.8980492,6.470059372368421,23.41545296666667,0.2763157894736842
Hamburg,2019,12,284,53,1162.5744475,4.093571998239436,21.93536693396226,0.1866197183098592
Hamburg,2020,1,373,79,1929.9822531,5.174215155764075,24.43015510253165,0.2117962466487936
Hamburg,2020,2,316,79,1525.242204,4.826715835443038,19.30686334177215,0.25
Hamburg,2020,3,327,93,2096.3666787,6.410907274311927,22.54157719032258,0.2844036697247707
Hamburg,2020,4,280,70,1704.781408,6.088505028571428,24.35402011428571,0.25
Hamburg,2020,5,276,85,2245.6427815,8.136386889492755,26.41932684117647,0.3079710144927536
Hamburg,2020,6,286,75,1768.7388755,6.184401662587413,23.58318500666667,0.2622377622377622
Hamburg,2020,7,322,77,2025.88806435,6.291577839596274,26.31023460194805,0.2391304347826087
Hamburg,2020,8,315,70,1589.033585,5.044551063492063,22.70047978571428,0.2222222222222222
Hamburg,2020,9,309,55,1338.511418,4.331752161812298,24.33657123636364,0.1779935275080906
Hamburg,2020,10,335,83,1717.8397352,5.127879806567164,20.69686427951807,0.2477611940298508
Hamburg,2020,11,321,65,1247.20417,3.885371246105919,19.18775646153846,0.2024922118380062
Hamburg,2020,12,315,68,1562.252777,4.959532625396825,22.97430554411764,0.2158730158730159
Hamburg,2021,1,338,91,2896.026698,8.568126325443785,31.8244692087912,0.2692307692307692
Hamburg,2021,2,325,82,1679.235557,5.166878636923077,20.47848240243902,0.2523076923076923
Hamburg,2021,3,360,98,2409.145253,6.692070147222223,24.58311482653061,0.2722222222222222
Hamburg,2021,4,325,69,1784.4947011,5.490752926461538,25.86224204492753,0.2123076923076923
Hamburg,2021,5,344,110,4303.7919015,12.51102296947674,39.12538092272727,0.3197674418604651
Hamburg,2021,6,330,99,2853.095012,8.645742460606062,28.81914153535354,0.3
Hamburg,2021,7,364,109,3549.759712,9.75208712087912,32.56660286238532,0.2994505494505494
Hamburg,2021,8,349,99,3651.599451,10.46303567621777,36.88484293939394,0.2836676217765043
Hamburg,2021,9,343,123,3131.459164,9.12961855393586,25.45901759349593,0.358600583090379
Hamburg,2021,10,372,107,3376.696388,9.077140827956988,31.5579101682243,0.2876344086021506
Hamburg,2021,11,352,85,1917.3850014,5.44711648125,22.55747060470588,0.2414772727272727
Hamburg,2021,12,325,110,3841.260844,11.81926413538462,34.92055312727273,0.3384615384615385
Hamburg,2022,1,339,124,3953.2146944,11.66140027846608,31.88076366451613,0.3657817109144543
Hamburg,2022,2,299,98,2159.4905458,7.222376407357859,22.03561781428571,0.3277591973244147
Hamburg,2022,3,328,147,6697.735051,20.41992393597561,45.56282347619047,0.4481707317073171
Hamburg,2022,4,304,117,5908.1049376,19.43455571578948,50.4966233982906,0.3848684210526316
Hamburg,2022,5,328,135,7370.364152,22.47062241463415,54.59529001481481,0.4115853658536585
Hamburg,2022,6,287,128,7283.5114326,25.37808861533101,56.9024330671875,0.445993031358885
Hamburg,2022,7,266,116,8039.3589173,30.22315382443609,69.3048182525862,0.4360902255639098
Hamburg,2022,8,295,138,8965.782244,30.39248218305085,64.96943655072464,0.4677966101694915
Hamburg,2022,9,223,109,5823.3849554,26.11383388071749,53.42555004954129,0.4887892376681615
Hamburg,2022,10,220,106,4564.66222,20.74846463636364,43.06285113207547,0.4818181818181818
Hamburg,2022,11,211,73,1937.602519,9.182950327014218,26.54250026027397,0.3459715639810427
Hamburg,2022,12,186,51,1640.271399,8.81866343548387,32.16218429411764,0.2741935483870968
Hamburg,2023,1,195,62,1525.5830543,7.823502842564102,24.60617829516129,0.3179487179487179
Hamburg,2023,2,192,63,1233.683887,6.425436911458333,19.58228392063492,0.328125
Hamburg,2023,3,202,66,1768.151382,8.753224663366337,26.79017245454546,0.3267326732673267
Hamburg,2023,4,204,62,1915.878614,9.391561833333332,30.90126796774193,0.303921568627451
Hamburg,2023,5,216,67,2190.2330347,10.13996775324074,32.69004529402985,0.3101851851851852
Hamburg,2023,6,197,74,2473.190822,12.5542681319797,33.4214975945946,0.3756345177664975
Hamburg,2023,7,203,46,1168.576377,5.756533876847291,25.4038342826087,0.2266009852216749
Hamburg,2023,8,201,63,1720.8866767,8.56162525721393,27.31566153492063,0.3134328358208955
Hamburg,2023,9,187,56,1305.4933315,6.981247762032086,23.31238091964286,0.2994652406417112
Hamburg,2023,10,221,71,1441.49306,6.522593031674208,20.30271915492958,0.3212669683257919
Hanshin,2017,1,395,49,406.1193706,1.028150305316456,8.288150420408163,0.1240506329113924
Hanshin,2017,2,359,35,343.5750335,0.9570335194986072,9.81642952857143,0.0974930362116991
Hanshin,2017,3,436,63,559.1302979,1.282408940137615,8.875084093650793,0.1444954128440367
Hanshin,2017,4,403,52,451.1306237,1.119430828039702,8.675588917307692,0.1290322580645161
Hanshin,2017,5,440,58,455.454229,1.035123247727273,7.852659120689655,0.1318181818181818
Hanshin,2017,6,427,61,511.9080493,1.198847890632318,8.39193523442623,0.1428571428571428
Hanshin,2017,7,437,64,539.4825559,1.234513857894737,8.4294149359375,0.1464530892448513
Hanshin,2017,8,450,78,732.8290462,1.628508991555556,9.395244182051282,0.1733333333333333
Hanshin,2017,9,417,66,501.9303807,1.203669977697842,7.605005768181818,0.158273381294964
Hanshin,2017,10,401,52,455.1852681,1.135125356857855,8.753562848076923,0.1296758104738155
Hanshin,2017,11,435,57,453.3227823,1.04212133862069,7.953031268421054,0.1310344827586207
Hanshin,2017,12,413,46,346.4869446,0.8389514397094431,7.532324882608696,0.1113801452784504
Hanshin,2018,1,449,72,1231.7699872,2.743363000445434,17.10791648888889,0.1603563474387528
Hanshin,2018,2,386,61,1130.9280314,2.929865366321244,18.53980379344262,0.1580310880829016
Hanshin,2018,3,443,59,548.7005014,1.238601583295711,9.300008498305084,0.1331828442437923
Hanshin,2018,4,447,62,584.3167339,1.307196272706935,9.42446345,0.1387024608501119
Hanshin,2018,5,476,57,634.8245764,1.333665076470588,11.13727327017544,0.1197478991596639
Hanshin,2018,6,452,62,631.5033051,1.397131205973451,10.18553717903226,0.1371681415929203
Hanshin,2018,7,457,65,640.1135889,1.400686190153173,9.847901367692309,0.1422319474835886
Hanshin,2018,8,451,59,603.2488511,1.337580601108648,10.22455679830509,0.130820399113082
Hanshin,2018,9,421,92,1201.6936201,2.854379145130642,13.061887175,0.2185273159144893
Hanshin,2018,10,473,81,661.8711174,1.39930468794926,8.171248362962963,0.1712473572938689
Hanshin,2018,11,451,68,627.1886116,1.390662109977827,9.223361935294117,0.1507760532150776
Hanshin,2018,12,441,56,499.2386102,1.132060340589569,8.914975182142857,0.126984126984127
Hanshin,2019,1,451,94,1172.2094386,2.599134010199557,12.47031317659575,0.2084257206208426
Hanshin,2019,2,382,55,735.424436,1.925194858638744,13.37135338181818,0.143979057591623
Hanshin,2019,3,469,72,703.6319463,1.500281335394456,9.772665920833331,0.1535181236673774
Hanshin,2019,4,451,77,1023.2327665,2.268808794900222,13.28873722727273,0.1707317073170732
Hanshin,2019,5,424,76,796.0363917,1.87744432004717,10.47416304868421,0.1792452830188679
Hanshin,2019,6,446,75,836.1233295000001,1.874715985426009,11.14831106,0.1681614349775785
Hanshin,2019,7,486,71,684.574722,1.408589962962963,9.641897492957746,0.1460905349794239
Hanshin,2019,8,431,62,764.2844397,1.773281762645012,12.32716838225806,0.1438515081206496
Hanshin,2019,9,451,57,474.7472245,1.052654599778271,8.328898675438596,0.1263858093126386
Hanshin,2019,10,454,65,924.6758366,2.036730917621145,14.22578210153846,0.1431718061674009
Hanshin,2019,11,440,65,672.6224944,1.528687487272727,10.34803837538462,0.1477272727272727
Hanshin,2019,12,451,68,610.3172271,1.353253275166297,8.975253339705882,0.1507760532150776
Hanshin,2020,1,465,82,1175.0924991,2.527080643225806,14.3303963304878,0.1763440860215054
Hanshin,2020,2,372,57,572.1422225,1.538016727150538,10.03758285087719,0.1532258064516129
Hanshin,2020,3,449,50,499.7961133,1.11313165545657,9.995922266,0.111358574610245
Hanshin,2020,4,446,71,703.8755552,1.578196312107623,9.913740214084507,0.1591928251121076
Hanshin,2020,5,402,62,577.1224977,1.435628103731343,9.308427382258063,0.154228855721393
Hanshin,2020,6,430,70,630.0869423,1.465318470465116,9.001242032857144,0.1627906976744186
Hanshin,2020,7,457,61,569.4113861,1.245976774835886,9.334612886885246,0.1334792122538293
Hanshin,2020,8,425,54,560.3463958,1.318462107764706,10.37678510740741,0.1270588235294118
Hanshin,2020,9,398,59,481.4880535,1.209768978643216,8.160814466101696,0.1482412060301508
Hanshin,2020,10,410,66,649.1347204,1.583255415609756,9.835374551515152,0.1609756097560976
Hanshin,2020,11,395,39,371.3880508,0.9402229134177216,9.522770533333333,0.0987341772151898
Hanshin,2020,12,410,42,400.7327794,0.9773970229268292,9.541256652380952,0.1024390243902439
Hanshin,2021,1,384,70,850.3238839999999,2.214385114583333,12.14748405714286,0.1822916666666667
Hanshin,2021,2,357,47,496.7474994,1.39144957815126,10.56909573191489,0.1316526610644258
Hanshin,2021,3,429,66,561.0880575,1.30789756993007,8.501334204545454,0.1538461538461539
Hanshin,2021,4,407,43,345.1833364,0.8481163056511056,8.02751945116279,0.1056511056511057
Hanshin,2021,5,391,55,564.7644445,1.44441034398977,10.26844444545454,0.1406649616368287
Hanshin,2021,6,392,59,560.8427822,1.430721383163265,9.50580986779661,0.1505102040816327
Hanshin,2021,7,397,53,508.12722,1.279917430730479,9.58730603773585,0.1335012594458438
Hanshin,2021,8,387,61,744.7874925,1.924515484496124,12.20963102459016,0.1576227390180878
Hanshin,2021,9,354,50,625.1116596,1.765852145762712,12.502233192,0.1412429378531073
Hanshin,2021,10,360,52,485.6413912,1.349003864444444,9.339257523076922,0.1444444444444444
Hanshin,2021,11,373,53,617.1030543,1.654431780965148,11.64345385471698,0.1420911528150134
Hanshin,2021,12,348,43,447.3483356,1.285483722988506,10.40344966511628,0.1235632183908046
Hanshin,2022,1,370,56,890.3005316,2.406217652972973,15.89822377857143,0.1513513513513514
Hanshin,2022,2,335,52,552.6511071,1.649704797313433,10.62790590576923,0.1552238805970149
Hanshin,2022,3,395,54,683.5083346,1.730400847088608,12.65756175185185,0.1367088607594937
Hanshin,2022,4,359,48,703.7422284,1.960284758774373,14.661296425,0.1337047353760446
Hanshin,2022,5,340,47,552.7511198,1.625738587647059,11.76066212340425,0.1382352941176471
Hanshin,2022,6,355,49,486.4188824,1.370194034929578,9.92691596734694,0.1380281690140845
Hanshin,2022,7,366,50,496.2208346,1.355794630054645,9.924416692,0.1366120218579235
Hanshin,2022,8,369,51,545.1277797,1.477311056097561,10.68877999411765,0.1382113821138211
Hanshin,2022,9,276,36,472.9591667,1.713620169202899,13.13775463055556,0.1304347826086956
Hanshin,2022,10,321,54,659.9502797,2.055919874454829,12.22130147592593,0.1682242990654206
Hanshin,2022,11,327,51,592.2133258,1.811049925993884,11.61202599607843,0.1559633027522936
Hanshin,2022,12,315,48,353.9394429,1.123617279047619,7.37373839375,0.1523809523809524
Hanshin,2023,1,309,65,788.1777688,2.550737115857605,12.12581182769231,0.2103559870550162
Hanshin,2023,2,311,50,523.5855547,1.683554838263666,10.471711094,0.1607717041800643
Hanshin,2023,3,349,48,634.7950023,1.818896854727793,13.22489588125,0.1375358166189112
Hanshin,2023,4,347,46,502.5086102,1.448151614409222,10.92410022173913,0.1325648414985591
Hanshin,2023,5,355,48,471.4163912,1.327933496338028,9.821174816666668,0.1352112676056338
Hanshin,2023,6,338,58,593.5697230000001,1.756123440828403,10.23396074137931,0.1715976331360947
Hanshin,2023,7,343,56,649.2213907,1.892773733819242,11.59323911964286,0.163265306122449
Hanshin,2023,8,320,62,765.6405468,2.39262670875,12.34904107741936,0.19375
Hanshin,2023,9,316,57,635.083616,2.009758278481013,11.1418178245614,0.180379746835443
Hanshin,2023,10,317,57,711.7541712999999,2.24528129747634,12.48691528596491,0.1798107255520505
HoChiMinhCity,2017,1,416,16,128.087437,0.3079024927884615,8.0054648125,0.0384615384615384
HoChiMinhCity,2017,2,356,6,41.0237753,0.1152353238764045,6.837295883333333,0.0168539325842696
HoChiMinhCity,2017,3,471,5,33.9581136,0.072097905732484,6.791622720000001,0.0106157112526539
HoChiMinhCity,2017,4,123,0,0.0,0.0,,0.0
HoChiMinhCity,2017,5,436,8,74.856234,0.1716886100917431,9.35702925,0.018348623853211
HoChiMinhCity,2017,6,479,12,138.7193104,0.2896019006263048,11.55994253333333,0.0250521920668058
HoChiMinhCity,2017,7,487,7,51.1593905,0.1050500831622177,7.308484357142857,0.0143737166324435
HoChiMinhCity,2017,8,481,12,279.1832082,0.5804224702702703,23.26526735,0.0249480249480249
HoChiMinhCity,2017,9,479,93,1150.385688,2.401640267223382,12.36973858064516,0.1941544885177453
HoChiMinhCity,2017,10,475,90,1140.545217,2.401147825263158,12.67272463333333,0.1894736842105263
HoChiMinhCity,2017,11,480,121,1996.528074,4.1594334875,16.50023201652893,0.2520833333333333
HoChiMinhCity,2017,12,474,127,2289.3479421,4.829847979113924,18.0263617488189,0.2679324894514768
HoChiMinhCity,2018,1,517,125,3014.2190313,5.830210892263056,24.1137522504,0.241779497098646
HoChiMinhCity,2018,2,422,60,1160.113975,2.749085248815166,19.33523291666667,0.1421800947867299
HoChiMinhCity,2018,3,513,81,1304.2160385,2.542331459064327,16.10143257407407,0.1578947368421053
HoChiMinhCity,2018,4,440,97,1668.6717099,3.792435704318182,17.20280113298969,0.2204545454545455
HoChiMinhCity,2018,5,539,156,2938.527912,5.451814307977736,18.83671738461538,0.2894248608534323
HoChiMinhCity,2018,6,569,106,1509.1710716,2.652321742706503,14.23746293962264,0.1862917398945518
HoChiMinhCity,2018,7,557,110,1919.320379,3.445817556552962,17.44836708181818,0.1974865350089767
HoChiMinhCity,2018,8,536,91,1544.9025641,2.882280903171642,16.97695125384616,0.1697761194029851
HoChiMinhCity,2018,9,512,137,2648.103332,5.1720768203125,19.32922140145985,0.267578125
HoChiMinhCity,2018,10,544,140,2344.613597,4.30995146507353,16.74723997857143,0.2573529411764706
HoChiMinhCity,2018,11,517,117,2551.162229,4.934549765957446,21.80480537606838,0.2263056092843327
HoChiMinhCity,2018,12,515,117,2094.285009,4.066572833009709,17.89987187179487,0.2271844660194175
HoChiMinhCity,2019,1,548,110,2328.467757,4.249028753649635,21.1678887,0.2007299270072993
HoChiMinhCity,2019,2,398,56,1309.9241605,3.291266734924623,23.39150286607143,0.1407035175879397
HoChiMinhCity,2019,3,560,107,1380.460014,2.465107167857143,12.90149545794393,0.1910714285714286
HoChiMinhCity,2019,4,545,119,1555.459707,2.854054508256881,13.07108997478992,0.218348623853211
HoChiMinhCity,2019,5,557,102,1618.8047134,2.90629212459605,15.87063444509804,0.1831238779174147
HoChiMinhCity,2019,6,550,68,888.6191585,1.615671197272727,13.06792880147059,0.1236363636363636
HoChiMinhCity,2019,7,552,65,1101.3736228,1.995242070289855,16.94420958153846,0.1177536231884058
HoChiMinhCity,2019,8,558,62,1098.8755446,1.969311011827957,17.72379910645161,0.1111111111111111
HoChiMinhCity,2019,9,513,86,1083.4408463,2.111970460623782,12.59814937558139,0.1676413255360624
HoChiMinhCity,2019,10,524,97,1680.649428,3.207346236641221,17.3262827628866,0.1851145038167939
HoChiMinhCity,2019,11,526,89,1434.2061005,2.726627567490494,16.11467528651685,0.1692015209125475
HoChiMinhCity,2019,12,513,107,1833.0675156,3.573231024561403,17.13147210841122,0.2085769980506822
HoChiMinhCity,2020,1,583,163,3590.936963,6.159411600343053,22.03028811656442,0.2795883361921098
HoChiMinhCity,2020,2,423,69,979.5802742,2.315792610401891,14.19681556811594,0.1631205673758865
HoChiMinhCity,2020,3,545,173,4094.355891,7.512579616513761,23.66679705780347,0.3174311926605505
HoChiMinhCity,2020,4,535,103,1819.367748,3.400687379439252,17.66376454368932,0.1925233644859813
HoChiMinhCity,2020,5,534,96,1237.499436,2.317414674157304,12.890619125,0.1797752808988764
HoChiMinhCity,2020,6,560,87,1182.9616628,2.112431540714286,13.59726049195402,0.1553571428571429
HoChiMinhCity,2020,7,596,122,2053.065267,3.444740380872483,16.82840382786885,0.2046979865771812
HoChiMinhCity,2020,8,581,101,1376.5525045,2.369281419104991,13.62923271782178,0.1738382099827883
HoChiMinhCity,2020,9,537,133,3141.926943,5.850888162011173,23.62351084962406,0.2476722532588454
HoChiMinhCity,2020,10,530,141,3905.019709,7.36796171509434,27.69517524113475,0.2660377358490566
HoChiMinhCity,2020,11,494,178,7597.595209999999,15.37974738866397,42.68311915730337,0.3603238866396761
HoChiMinhCity,2020,12,538,166,4664.023656,8.669188951672863,28.09652804819277,0.3085501858736059
HoChiMinhCity,2021,1,536,194,6135.178594,11.44622872014925,31.62463192783505,0.3619402985074627
HoChiMinhCity,2021,2,428,129,3232.164731,7.551786754672897,25.0555405503876,0.3014018691588785
HoChiMinhCity,2021,3,545,163,4519.420584,8.292514833027521,27.72650665030675,0.2990825688073395
HoChiMinhCity,2021,4,508,147,3205.509421,6.310057915354331,21.80618653741496,0.2893700787401575
HoChiMinhCity,2021,5,541,178,6180.592505000001,11.42438540665434,34.72242980337079,0.3290203327171904
HoChiMinhCity,2021,6,522,127,3210.345245,6.150086676245211,25.27830901574803,0.2432950191570881
HoChiMinhCity,2021,7,533,131,3235.6375106,6.070614466416511,24.69952298167939,0.2457786116322702
